X,Y,OBJECTID,EVENT_UNIQUE_ID,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOW,OCC_DOY,DIVISION,HOMICIDE_TYPE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84
-8825871.42683538,5435747.00806315,632,GO-20135067942,2013/06/03 04:00:00+00,2013,June,3,Monday,154,D42,Other,129,Agincourt North,129,Agincourt North (129),-79.2841519842252,43.8078013027408
-8839970.44643786,5429875.10238771,633,GO-20135000885,2013/06/16 04:00:00+00,2013,June,16,Sunday,167,D32,Shooting,151,Yonge-Doris,51,Willowdale East (51),-79.4108056322888,43.7697225728661
-8834005.02595049,5416503.68884133,634,GO-20135096311,2013/06/27 04:00:00+00,2013,June,27,Thursday,178,D54,Stabbing,57,Broadview North,57,Broadview North (57),-79.3572173476135,43.6829197577212
-8844357.36801168,5427307.0255765,635,GO-20134832295,2013/07/04 04:00:00+00,2013,July,4,Thursday,185,D32,Other,33,Clanton Park,33,Clanton Park (33),-79.4502140189547,43.7530612233131
-8835542.47023583,5412712.92943545,636,GO-20135147700,2013/07/09 04:00:00+00,2013,July,9,Tuesday,190,D51,Other,73,Moss Park,73,Moss Park (73),-79.3710284454984,43.6582885117532
-8840548.46209581,5431711.10517466,637,GO-20135020177,2013/07/13 04:00:00+00,2013,July,13,Saturday,194,D32,Other,50,Newtonbrook East,50,Newtonbrook East (50),-79.4159980347347,43.7816314770614
-8839886.2670842,5410543.60966258,638,GO-20134799559,2013/07/14 04:00:00+00,2013,July,14,Sunday,195,D14,Other,162,West Queen West,82,Niagara (82),-79.4100494357693,43.644188359473
-8858899.58423681,5410294.25200292,639,GO-20135172838,2013/07/15 04:00:00+00,2013,July,15,Monday,196,D22,Stabbing,12,Markland Wood,12,Markland Wood (12),-79.5808489697817,43.64256737101
-8858899.58423681,5410294.25200292,640,GO-20135172838,2013/07/15 04:00:00+00,2013,July,15,Monday,196,D22,Stabbing,12,Markland Wood,12,Markland Wood (12),-79.5808489697817,43.64256737101
-8858899.58423681,5410294.25200292,641,GO-20135172838,2013/07/15 04:00:00+00,2013,July,15,Monday,196,D22,Stabbing,12,Markland Wood,12,Markland Wood (12),-79.5808489697817,43.64256737101
-8851718.53464983,5427125.99777728,642,GO-20135159817,2013/07/28 04:00:00+00,2013,July,28,Sunday,209,D31,Shooting,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5163405044465,43.7518865628673
-8846676.84563478,5409630.82342136,643,GO-20135162653,2013/08/05 04:00:00+00,2013,August,5,Monday,217,D11,Shooting,87,High Park-Swansea,87,High Park-Swansea (87),-79.4710502410785,43.6382544383361
-8854988.09306871,5422408.22923547,644,GO-20135143553,2013/08/12 04:00:00+00,2013,August,12,Monday,224,D23,Shooting,5,Elms-Old Rexdale,5,Elms-Old Rexdale (5),-79.5457114466577,43.7212655989983
-8851062.3148232,5426715.17682434,645,GO-20135192957,2013/08/23 04:00:00+00,2013,August,23,Friday,235,D31,Shooting,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5104455810769,43.7492207267183
-8851062.3148232,5426715.17682434,646,GO-20135192957,2013/08/23 04:00:00+00,2013,August,23,Friday,235,D31,Shooting,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5104455810769,43.7492207267183
-8853051.70343942,5419832.22183984,647,GO-20135143282,2013/09/03 04:00:00+00,2013,September,3,Tuesday,246,D12,Shooting,113,Weston,113,Weston (113),-79.5283165630779,43.7045392571797
-8834865.10716436,5435210.28266061,648,GO-20135114771,2013/09/12 04:00:00+00,2013,September,12,Thursday,255,D33,Stabbing,48,Hillcrest Village,48,Hillcrest Village (48),-79.3649435886469,43.8043216988385
-8830266.7275386,5416571.44442311,649,GO-20135245469,2013/09/14 04:00:00+00,2013,September,14,Saturday,257,D54,Stabbing,66,Danforth,66,Danforth (66),-79.3236356415093,43.6833599223347
-8857737.03839298,5415489.71563975,650,GO-20135269597,2013/09/17 04:00:00+00,2013,September,17,Tuesday,260,D23,Shooting,7,Willowridge-Martingrove-Richview,7,Willowridge-Martingrove-Richview (7),-79.5704056426606,43.6763322474164
-8846303.04046199,5417856.87121154,651,GO-20135126688,2013/09/20 04:00:00+00,2013,September,20,Friday,263,D12,Stabbing,112,Beechborough-Greenbrook,112,Beechborough-Greenbrook (112),-79.4676922922282,43.6917098931505
-8835088.40348754,5412436.78465974,652,GO-20135260102,2013/09/23 04:00:00+00,2013,September,23,Monday,266,D51,Shooting,73,Moss Park,73,Moss Park (73),-79.366949493669,43.6564938088315
-8837058.51858108,5411504.54936821,653,GO-20135237175,2013/10/06 04:00:00+00,2013,October,6,Sunday,279,D52,Stabbing,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.3846473391808,43.6504346871523
-8852070.94032031,5419519.99278024,654,GO-20135128923,2013/10/13 04:00:00+00,2013,October,13,Sunday,286,D12,Stabbing,113,Weston,113,Weston (113),-79.5195062182672,43.7025115973192
-8838647.62869112,5412227.22822236,655,GO-20135229819,2013/10/20 04:00:00+00,2013,October,20,Sunday,293,D52,Other,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.3989225583831,43.6551318370658
-8834732.71211097,5412963.83832787,656,GO-20135070453,2013/11/01 04:00:00+00,2013,November,1,Friday,305,D51,Other,72,Regent Park,72,Regent Park (72),-79.3637542637939,43.6599191567448
-8841008.07088495,5415140.11021978,657,GO-2013939200,2013/11/09 05:00:00+00,2013,November,9,Saturday,313,D13,Other,94,Wychwood,94,Wychwood (94),-79.4201267709727,43.6740607873553
-8827415.2551822,5415881.75685099,658,GO-2013943773,2013/11/10 05:00:00+00,2013,November,10,Sunday,314,D55,Shooting,62,East End-Danforth,62,East End-Danforth (62),-79.2980204298761,43.6788793192284
-8859453.45703491,5426984.75738307,659,GO-20131032372,2013/11/24 05:00:00+00,2013,November,24,Sunday,328,D23,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.5858244937843,43.7509700608181
-8838241.08412213,5423778.59268319,660,GO-20131036741,2013/11/25 05:00:00+00,2013,November,25,Monday,329,D32,Stabbing,105,Lawrence Park North,105,Lawrence Park North (105),-79.3952705061627,43.7301616402038
-8851023.72848207,5420904.60257452,661,GO-20131225193,2013/12/26 05:00:00+00,2013,December,26,Thursday,360,D12,Other,23,Pelmo Park-Humberlea,23,Pelmo Park-Humberlea (23),-79.5100989541299,43.7115029281775
-8824539.81429228,5438287.30597347,662,GO-20131231259,2013/12/27 05:00:00+00,2013,December,27,Friday,361,D42,Other,130,Milliken,130,Milliken (130),-79.2721899047028,43.8242673666645
-8835848.13552379,5414097.95161121,663,GO-20141272537,2014/01/03 05:00:00+00,2014,January,3,Friday,3,D51,Other,74,North St.James Town,74,North St.James Town (74),-79.3737742834019,43.6672891526494
-8826476.49446544,5428241.41952469,664,GO-20141326860,2014/01/14 05:00:00+00,2014,January,14,Tuesday,14,D41,Other,126,Dorset Park,126,Dorset Park (126),-79.2895873988474,43.7591239870484
-8851829.96980158,5418302.91441716,665,GO-20141428622,2014/01/29 05:00:00+00,2014,January,29,Wednesday,29,D23,Shooting,8,Humber Heights-Westmount,8,Humber Heights-Westmount (8),-79.517341543227,43.6946070622402
-8818778.08387145,5429837.28880087,666,GO-20141431240,2014/01/29 05:00:00+00,2014,January,29,Wednesday,29,D43,Other,141,Golfdale-Cedarbrae-Woburn,137,Woburn (137),-79.220431399571,43.7694772770175
-8836403.80379397,5412101.66807062,667,GO-20141435425,2014/01/30 05:00:00+00,2014,January,30,Thursday,30,D51,Other,168,Downtown Yonge East,75,Church-Yonge Corridor (75),-79.3787659361735,43.6543157680546
-8827576.84277017,5419573.51918964,668,GO-20141381673,2014/02/02 05:00:00+00,2014,February,2,Sunday,33,D54,Stabbing,54,O'Connor-Parkview,54,O'Connor-Parkview (54),-79.2994719960545,43.7028592096742
-8827887.48938271,5429836.53436824,669,GO-20141462653,2014/02/03 05:00:00+00,2014,February,3,Monday,34,D41,Other,119,Wexford/Maryvale,119,Wexford/Maryvale (119),-79.3022625819342,43.7694723827427
-8839256.53840207,5424317.33909984,670,GO-20141470629,2014/02/04 05:00:00+00,2014,February,4,Tuesday,35,D32,Shooting,105,Lawrence Park North,105,Lawrence Park North (105),-79.4043924867215,43.733658678743
-8855798.71859504,5405110.86642154,671,GO-20141500533,2014/02/09 05:00:00+00,2014,February,9,Sunday,40,D22,Shooting,20,Alderwood,20,Alderwood (20),-79.5529934200978,43.6088620675941
-8859044.27397136,5425095.48675884,672,GO-20141518863,2014/02/12 05:00:00+00,2014,February,12,Wednesday,43,D23,Stabbing,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.5821487402664,43.7387093269928
-8831684.11965305,5421963.04144217,673,GO-20141663866,2014/03/08 05:00:00+00,2014,March,8,Saturday,67,D54,Shooting,44,Flemingdon Park,44,Flemingdon Park (44),-79.3363682920097,43.7183752720614
-8852331.50974859,5408903.9212048,674,GO-20141667340,2014/03/09 05:00:00+00,2014,March,9,Sunday,68,D22,Stabbing,159,Etobicoke City Centre,14,Islington-City Centre West (14),-79.5218469526898,43.6335285087375
-8830980.41304672,5416074.42259356,675,GO-20141668180,2014/03/12 04:00:00+00,2014,March,12,Wednesday,71,D55,Other,65,Greenwood-Coxwell,65,Greenwood-Coxwell (65),-79.3300467883364,43.680131019345
-8819746.14833098,5428531.30558609,676,GO-20141703051,2014/03/15 04:00:00+00,2014,March,15,Saturday,74,D43,Stabbing,142,Woburn North,137,Woburn (137),-79.2291276706646,43.7610047718938
-8833352.70586827,5413354.98910044,677,GO-20141703847,2014/03/15 04:00:00+00,2014,March,15,Saturday,74,D55,Stabbing,70,South Riverdale,70,South Riverdale (70),-79.3513574574268,43.6624611394747
-8828661.28129329,5416927.14198258,678,GO-20141731923,2014/03/19 04:00:00+00,2014,March,19,Wednesday,78,D55,Shooting,62,East End-Danforth,62,East End-Danforth (62),-79.3092136733136,43.6856706051393
-8828661.28129329,5416927.14198258,679,GO-20141731923,2014/03/19 04:00:00+00,2014,March,19,Wednesday,78,D55,Shooting,62,East End-Danforth,62,East End-Danforth (62),-79.3092136733136,43.6856706051393
-8844597.01928313,5414281.1993202,680,GO-20141766614,2014/03/25 04:00:00+00,2014,March,25,Tuesday,84,D11,Shooting,91,Weston-Pelham Park,91,Weston-Pellam Park (91),-79.4523668426134,43.6684798974752
-8835211.2980903,5413662.15518274,681,GO-20141824235,2014/04/04 04:00:00+00,2014,April,4,Friday,94,D51,Shooting,71,Cabbagetown-South St.James Town,71,Cabbagetown-South St.James Town (71),-79.3680534754725,43.6644572521415
-8817952.77140811,5437488.2052699,682,GO-20141880069,2014/04/12 04:00:00+00,2014,April,12,Saturday,102,D42,Shooting,144,Morningside Heights,131,Rouge (131),-79.2130174920566,43.8190881316942
-8843811.4518855,5418634.17656557,683,GO-20142003751,2014/05/02 04:00:00+00,2014,May,2,Friday,122,D13,Shooting,107,Oakwood Village,107,Oakwood Village (107),-79.4453099713341,43.6967586070837
-8830668.39709313,5415212.31381487,684,GO-20142145283,2014/05/24 04:00:00+00,2014,May,24,Saturday,144,D55,Shooting,65,Greenwood-Coxwell,65,Greenwood-Coxwell (65),-79.3272439010835,43.6745299162728
-8826524.0917854,5436044.79320774,685,GO-20142242196,2014/06/10 04:00:00+00,2014,June,10,Tuesday,161,D42,Other,129,Agincourt North,129,Agincourt North (129),-79.2900149726221,43.8097317637228
-8835789.35271008,5412771.037885,686,GO-20142439822,2014/07/06 04:00:00+00,2014,July,6,Sunday,187,D51,Shooting,73,Moss Park,73,Moss Park (73),-79.3732462280605,43.6586661595756
-8843992.58895716,5421994.3010945,687,GO-20142452482,2014/07/08 04:00:00+00,2014,July,8,Tuesday,189,D32,Shooting,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.4469371534034,43.71857822571
-8830647.31039859,5432055.93862436,688,GO-20142499434,2014/07/15 04:00:00+00,2014,July,15,Tuesday,196,D33,Other,147,L'Amoreaux West,117,L'Amoreaux (117),-79.3270544760432,43.7838679134896
-8857469.8175138,5411633.77505671,689,GO-20142665166,2014/08/09 04:00:00+00,2014,August,9,Saturday,221,D22,Stabbing,13,Etobicoke West Mall,13,Etobicoke West Mall (13),-79.5680051565616,43.6512746335675
-8849768.0884858,5416742.35705579,690,GO-20142728301,2014/08/18 04:00:00+00,2014,August,18,Monday,230,D12,Shooting,115,Mount Dennis,115,Mount Dennis (115),-79.4988193484717,43.6844702155641
-8838153.50629573,5410518.33513196,691,GO-20142777149,2014/08/26 04:00:00+00,2014,August,26,Tuesday,238,D14,Shooting,164,Wellington Place,77,Waterfront Communities-The Island (77),-79.394483781461,43.6440240601216
-8841757.02073796,5413242.54168608,692,GO-20142804113,2014/08/30 04:00:00+00,2014,August,30,Saturday,242,D14,Other,172,Dovercourt Village,93,Dovercourt-Wallace Emerson-Junction (93),-79.4268547018949,43.6617303847169
-8835378.81678074,5414233.27085299,693,GO-20142849540,2014/09/05 04:00:00+00,2014,September,5,Friday,248,D51,Other,71,Cabbagetown-South St.James Town,71,Cabbagetown-South St.James Town (71),-79.3695583212274,43.6681684599497
-8850326.39068645,5419575.46368979,694,GO-20142870490,2014/09/08 04:00:00+00,2014,September,8,Monday,251,D12,Shooting,30,Brookhaven-Amesbury,28,Rustic (28),-79.5038346618397,43.7028718381898
-8827275.8510084,5417485.70773123,695,GO-20142870125,2014/09/08 04:00:00+00,2014,September,8,Monday,251,D54,Stabbing,62,East End-Danforth,62,East End-Danforth (62),-79.2967681407019,43.6892989813033
-8853277.50333795,5410973.79954648,696,GO-20142891423,2014/09/11 04:00:00+00,2014,September,11,Thursday,254,D22,Other,159,Etobicoke City Centre,14,Islington-City Centre West (14),-79.530344957521,43.6469847722241
-8838187.1627419,5428408.70672294,697,GO-20142886898,2014/09/11 04:00:00+00,2014,September,11,Thursday,254,D32,Shooting,40,St.Andrew-Windfields,40,St.Andrew-Windfields (40),-79.394786121835,43.7602093559362
-8833385.70063138,5432638.05030702,698,GO-20142910832,2014/09/14 04:00:00+00,2014,September,14,Sunday,257,D33,Other,47,Don Valley Village,47,Don Valley Village (47),-79.3516538537403,43.7876430400229
-8819322.40033656,5428348.16329227,699,GO-20142905498,2014/09/14 04:00:00+00,2014,September,14,Sunday,257,D43,Shooting,141,Golfdale-Cedarbrae-Woburn,137,Woburn (137),-79.2253210775727,43.7598165487073
-8849957.08816442,5428720.9061119,700,GO-20142929457,2014/09/17 04:00:00+00,2014,September,17,Wednesday,260,D31,Shooting,27,York University Heights,27,York University Heights (27),-79.5005171611429,43.7622348707609
-8859228.48001006,5426343.39201902,701,GO-20142966747,2014/09/23 04:00:00+00,2014,September,23,Tuesday,266,D23,Stabbing,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.5838034908652,43.746808096245
-8831125.00793707,5416316.49508782,702,GO-20142992607,2014/09/27 04:00:00+00,2014,September,27,Saturday,270,D54,Stabbing,66,Danforth,66,Danforth (66),-79.331345706313,43.6817036646414
-8818792.22367318,5425730.22101725,703,GO-20143005270,2014/09/29 04:00:00+00,2014,September,29,Monday,272,D43,Shooting,139,Scarborough Village,139,Scarborough Village (139),-79.2205584203195,43.7428288201104
-8843776.61834704,5418527.35635175,704,GO-20143017592,2014/09/30 04:00:00+00,2014,September,30,Tuesday,273,D13,Stabbing,107,Oakwood Village,107,Oakwood Village (107),-79.4449970555447,43.6960648185717
-8847013.25079825,5415883.87081122,705,GO-20143045566,2014/10/05 04:00:00+00,2014,October,5,Sunday,278,D12,Shooting,90,Junction Area,90,Junction Area (90),-79.4740722202461,43.678893052575
-8855057.96408294,5419251.13187201,706,GO-20143053009,2014/10/06 04:00:00+00,2014,October,6,Monday,279,D23,Shooting,6,Kingsview Village-The Westway,6,Kingsview Village-The Westway (6),-79.5463391094264,43.7007655213479
-8855057.96408294,5419251.13187201,707,GO-20143053009,2014/10/06 04:00:00+00,2014,October,6,Monday,279,D23,Shooting,6,Kingsview Village-The Westway,6,Kingsview Village-The Westway (6),-79.5463391094264,43.7007655213479
-8834732.11020648,5412547.91963674,708,GO-20143053896,2014/10/06 04:00:00+00,2014,October,6,Monday,279,D51,Shooting,72,Regent Park,72,Regent Park (72),-79.3637488571886,43.6572160971143
-8834442.84728889,5433114.1094683,709,GO-20143094406,2014/10/13 04:00:00+00,2014,October,13,Monday,286,D33,Other,47,Don Valley Village,47,Don Valley Village (47),-79.3611503638361,43.7907302154789
-8843243.83280007,5413969.05063003,710,GO-20143107536,2014/10/15 04:00:00+00,2014,October,15,Wednesday,288,D11,Other,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93),-79.4402109624126,43.6664515400288
-8848390.99436098,5426029.54157815,711,GO-20143208371,2014/10/30 04:00:00+00,2014,October,30,Thursday,303,D31,Shooting,155,Downsview,26,Downsview-Roding-CFB (26),-79.4864487005524,43.7447713436292
-8846697.68920755,5417670.07770177,712,GO-20143252379,2014/11/06 05:00:00+00,2014,November,6,Thursday,310,D12,Shooting,110,Keelesdale-Eglinton West,110,Keelesdale-Eglinton West (110),-79.4712374816541,43.6904965775768
-8837215.37809632,5412243.00496535,713,GO-20143310199,2014/11/16 05:00:00+00,2014,November,16,Sunday,320,D52,Shooting,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.3860564320166,43.6552343763879
-8832242.41450661,5420366.93944237,714,GO-20143392120,2014/11/29 05:00:00+00,2014,November,29,Saturday,333,D53,Stabbing,55,Thorncliffe Park,55,Thorncliffe Park (55),-79.3413835403158,43.708011630432
-8832242.41450661,5420366.93944237,715,GO-20143392120,2014/11/29 05:00:00+00,2014,November,29,Saturday,333,D53,Stabbing,55,Thorncliffe Park,55,Thorncliffe Park (55),-79.3413835403158,43.708011630432
-8832242.41450661,5420366.93944237,716,GO-20143392120,2014/11/29 05:00:00+00,2014,November,29,Saturday,333,D53,Stabbing,55,Thorncliffe Park,55,Thorncliffe Park (55),-79.3413835403158,43.708011630432
-8835848.13552379,5414097.95161121,717,GO-20143420091,2014/12/01 05:00:00+00,2014,December,1,Monday,335,D51,Stabbing,74,North St.James Town,74,North St.James Town (74),-79.3737742834019,43.6672891526494
-8822606.44765508,5426144.51665936,718,GO-20143423102,2014/12/04 05:00:00+00,2014,December,4,Thursday,338,D41,Stabbing,157,Bendale South,127,Bendale (127),-79.2548221770168,43.7455174901888
-8846361.70950718,5412410.99950758,719,GO-20143455828,2014/12/09 05:00:00+00,2014,December,9,Tuesday,343,D11,Stabbing,88,High Park North,88,High Park North (88),-79.46821932515,43.656326224559
-8841480.61555552,5410374.72362583,720,GO-20143536404,2014/12/15 05:00:00+00,2014,December,15,Monday,349,D14,Other,84,Little Portugal,84,Little Portugal (84),-79.4243717121115,43.6430904935812
-8836175.3061789,5413347.53179257,721,GO-201555992,2015/01/10 05:00:00+00,2015,January,10,Saturday,10,D51,Stabbing,167,Church-Wellesley,75,Church-Yonge Corridor (75),-79.3767133070272,43.6624126770736
-8860492.26581007,5425616.36065906,722,GO-201594334,2015/01/16 05:00:00+00,2015,January,16,Friday,16,D23,Other,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.5951562715733,43.7420898752825
-8840178.10882911,5431664.66911031,723,GO-201599853,2015/01/17 05:00:00+00,2015,January,17,Saturday,17,D32,Stabbing,50,Newtonbrook East,50,Newtonbrook East (50),-79.4126710954095,43.7813303073789
-8844298.46719931,5422335.94793085,724,GO-2015159448,2015/01/27 05:00:00+00,2015,January,27,Tuesday,27,D32,Shooting,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.4496849037397,43.7207963312889
-8839439.3720941,5411549.8487013,725,GO-2015179790,2015/01/31 05:00:00+00,2015,January,31,Saturday,31,D14,Shooting,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.4060349104267,43.6507291274529
-8823428.41752808,5421065.69626094,726,GO-2015205271,2015/02/04 05:00:00+00,2015,February,4,Wednesday,35,D41,Other,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120),-79.2622060584309,43.7125489449388
-8829960.85720014,5416660.46516157,727,GO-2015346652,2015/02/28 05:00:00+00,2015,February,28,Saturday,59,D55,Shooting,64,Woodbine Corridor,64,Woodbine Corridor (64),-79.3208879624595,43.683938226975
-8829960.85720014,5416660.46516157,728,GO-2015346652,2015/02/28 05:00:00+00,2015,February,28,Saturday,59,D55,Shooting,64,Woodbine Corridor,64,Woodbine Corridor (64),-79.3208879624595,43.683938226975
-8855317.70618477,5419336.2173333,729,GO-2015453427,2015/03/17 04:00:00+00,2015,March,17,Tuesday,76,D23,Shooting,6,Kingsview Village-The Westway,6,Kingsview Village-The Westway (6),-79.5486724115976,43.7013181009717
-8848036.47172774,5406901.12781867,730,GO-2015457868,2015/03/18 04:00:00+00,2015,March,18,Wednesday,77,D22,Other,161,Humber Bay Shores,17,Mimico (includes Humber Bay Shores) (17),-79.4832639704575,43.6205054964138
-8857737.03839298,5415489.71563975,731,GO-2015473322,2015/03/21 04:00:00+00,2015,March,21,Saturday,80,D23,Stabbing,7,Willowridge-Martingrove-Richview,7,Willowridge-Martingrove-Richview (7),-79.5704056426606,43.6763322474164
-8859519.01441888,5424139.0308747,732,GO-2015531511,2015/03/30 04:00:00+00,2015,March,30,Monday,89,D23,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.5864134064928,43.7325012909822
-8828022.70159845,5418382.43798845,733,GO-2015586781,2015/04/09 04:00:00+00,2015,April,9,Thursday,99,D54,Other,61,Taylor-Massey,61,Taylor-Massey (61),-79.3034772143898,43.6951235735215
-8843172.5737431,5415785.22539088,734,GO-2015618195,2015/04/14 04:00:00+00,2015,April,14,Tuesday,104,D13,Other,92,Corso Italia-Davenport,92,Corso Italia-Davenport (92),-79.4395708309693,43.6782521691368
-8823595.56830761,5417911.51108471,735,GO-2015669864,2015/04/23 04:00:00+00,2015,April,23,Thursday,113,D41,Stabbing,122,Birchcliffe-Cliffside,122,Birchcliffe-Cliffside (122),-79.2637075993793,43.6920648013615
-8814561.41978151,5428841.80805905,736,GO-2015767516,2015/05/08 04:00:00+00,2015,May,8,Friday,128,D43,Stabbing,136,West Hill,136,West Hill (136),-79.1825524618723,43.7630192511426
-8844685.00587469,5413865.70206237,737,GO-2015819674,2015/05/17 04:00:00+00,2015,May,17,Sunday,137,D11,Other,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93),-79.4531572404566,43.6657799610205
-8830392.43128872,5416533.10745207,738,GO-2015831181,2015/05/19 04:00:00+00,2015,May,19,Tuesday,139,D54,Shooting,66,Danforth,66,Danforth (66),-79.3247648578812,43.6831108719245
-8844082.44894444,5412941.40181974,739,GO-2015843494,2015/05/20 04:00:00+00,2015,May,20,Wednesday,140,D11,Shooting,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93),-79.4477443790554,43.6597733445684
-8820429.23055261,5428024.36155278,740,GO-2015870230,2015/05/25 04:00:00+00,2015,May,25,Monday,145,D43,Stabbing,141,Golfdale-Cedarbrae-Woburn,137,Woburn (137),-79.2352639027484,43.7577156731574
-8829016.58616858,5417512.38794943,741,GO-2015922149,2015/05/30 04:00:00+00,2015,May,30,Saturday,150,D54,Stabbing,60,Woodbine-Lumsden,60,Woodbine-Lumsden (60),-79.3124054305858,43.689472286767
-8820429.23055261,5428024.36155278,742,GO-2015916307,2015/06/01 04:00:00+00,2015,June,1,Monday,152,D43,Shooting,141,Golfdale-Cedarbrae-Woburn,137,Woburn (137),-79.2352639027484,43.7577156731574
-8836291.3102165,5411738.80411647,743,GO-2015926649,2015/06/03 04:00:00+00,2015,June,3,Wednesday,154,D51,Stabbing,168,Downtown Yonge East,75,Church-Yonge Corridor (75),-79.3777553893951,43.6519572984245
-8849249.168338,5414912.2871051,744,GO-2015988808,2015/06/12 04:00:00+00,2015,June,12,Friday,163,D12,Other,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),-79.4941578092892,43.6725805258257
-8841311.23270888,5410088.82312887,745,GO-20151086599,2015/06/28 04:00:00+00,2015,June,28,Sunday,179,D14,Shooting,84,Little Portugal,84,Little Portugal (84),-79.4228501195505,43.6412319157113
-8841311.23270888,5410088.82312887,746,GO-20151086599,2015/06/28 04:00:00+00,2015,June,28,Sunday,179,D14,Shooting,84,Little Portugal,84,Little Portugal (84),-79.4228501195505,43.6412319157113
-8859519.01441888,5424139.0308747,747,GO-20151158745,2015/07/09 04:00:00+00,2015,July,9,Thursday,190,D23,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.5864134064928,43.7325012909822
-8844167.86739535,5414297.3635399,748,GO-20151178239,2015/07/10 04:00:00+00,2015,July,10,Friday,191,D13,Other,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93),-79.4485117058175,43.6685849308849
-8819485.99445836,5423756.27068311,749,GO-20151182401,2015/07/12 04:00:00+00,2015,July,12,Sunday,193,D43,Stabbing,123,Cliffcrest,123,Cliffcrest (123),-79.2267906694501,43.7300167417828
-8835658.19742186,5414622.94837903,750,GO-20151325557,2015/08/03 04:00:00+00,2015,August,3,Monday,215,D51,Stabbing,74,North St.James Town,74,North St.James Town (74),-79.3720680396071,43.6707005196395
-8841542.24447465,5408773.50187125,751,GO-20151330701,2015/08/04 04:00:00+00,2015,August,4,Tuesday,216,D14,Shooting,163,Fort York-Liberty Village,82,Niagara (82),-79.4249253338202,43.6326805527797
-8841542.24447465,5408773.50187125,752,GO-20151330701,2015/08/04 04:00:00+00,2015,August,4,Tuesday,216,D14,Shooting,163,Fort York-Liberty Village,82,Niagara (82),-79.4249253338202,43.6326805527797
-8845921.52997668,5415443.83688887,753,GO-20151352151,2015/08/07 04:00:00+00,2015,August,7,Friday,219,D12,Stabbing,91,Weston-Pelham Park,91,Weston-Pellam Park (91),-79.4642651250603,43.6760341682233
-8836722.76096309,5412117.87694285,754,GO-20151362027,2015/08/09 04:00:00+00,2015,August,9,Sunday,221,D52,Shooting,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.3816311771376,43.6544211169732
-8835451.7332736,5412742.98376532,755,GO-20151423810,2015/08/19 04:00:00+00,2015,August,19,Wednesday,231,D51,Shooting,73,Moss Park,73,Moss Park (73),-79.3702133410004,43.6584838363097
-8850357.16841059,5421309.28962327,756,GO-20151428790,2015/08/19 04:00:00+00,2015,August,19,Wednesday,231,D12,Shooting,28,Rustic,28,Rustic (28),-79.50411114289,43.7141306157439
-8849870.67050976,5415781.69692846,757,GO-20151536584,2015/09/06 04:00:00+00,2015,September,6,Sunday,249,D12,Stabbing,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),-79.4997408578821,43.6782292454082
-8816106.41687166,5429323.47358308,758,GO-20151577444,2015/09/12 04:00:00+00,2015,September,12,Saturday,255,D43,Stabbing,136,West Hill,136,West Hill (136),-79.1964314073246,43.7661440681815
-8817846.2648155,5432930.90541316,759,GO-20151641806,2015/09/22 04:00:00+00,2015,September,22,Tuesday,265,D43,Stabbing,135,Morningside,135,Morningside (135),-79.2120607269669,43.7895421817871
-8811449.01498396,5433552.6092871,760,GO-20151692243,2015/10/01 04:00:00+00,2015,October,1,Thursday,274,D43,Shooting,134,Highland Creek,134,Highland Creek (134),-79.154593253909,43.7935736823408
-8818981.36305776,5426992.51420473,761,GO-2018104863,2015/10/15 04:00:00+00,2015,October,15,Thursday,288,D43,Other,141,Golfdale-Cedarbrae-Woburn,137,Woburn (137),-79.222257487938,43.7510203950854
