X,Y,OBJECTID,EVENT_UNIQUE_ID,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOW,OCC_DOY,DIVISION,HOMICIDE_TYPE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84
-8817774.16217944,5428950.32306047,308,GO-20082377423,2008/02/22 05:00:00+00,2008,February,22,Friday,53,D43,Shooting,141,Golfdale-Cedarbrae-Woburn,137,Woburn (137),-79.2114130181279,43.7637232594354
-8839789.68095065,5411112.24264826,309,GO-20082604028,2008/02/23 05:00:00+00,2008,February,23,Saturday,54,D14,Other,81,Trinity-Bellwoods,81,Trinity-Bellwoods (81),-79.4091817879924,43.6478846823398
-8828251.92835618,5416925.38738515,310,GO-20082615345,2008/02/25 05:00:00+00,2008,February,25,Monday,56,D55,Shooting,62,East End-Danforth,62,East End-Danforth (62),-79.3055363925406,43.6856592068164
-8845084.66956332,5427090.60972812,311,GO-20082651936,2008/02/28 05:00:00+00,2008,February,28,Thursday,59,D32,Other,33,Clanton Park,33,Clanton Park (33),-79.4567474795682,43.7516569333502
-8843957.33529894,5422045.489593,312,GO-20082704738,2008/03/14 04:00:00+00,2008,March,14,Friday,74,D32,Shooting,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.4466204640054,43.7189105667314
-8857938.16844519,5411805.19592194,313,GO-20082722663,2008/03/18 04:00:00+00,2008,March,18,Tuesday,78,D22,Stabbing,13,Etobicoke West Mall,13,Etobicoke West Mall (13),-79.5722124246563,43.6523888247604
-8832266.94041683,5413720.76188333,314,GO-20082371247,2008/03/18 04:00:00+00,2008,March,18,Tuesday,78,D55,Shooting,70,South Riverdale,70,South Riverdale (70),-79.3416038599358,43.6648380985724
-8843872.23533309,5413293.02216625,315,GO-20082586161,2008/04/17 04:00:00+00,2008,April,17,Thursday,108,D14,Stabbing,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93),-79.4458559976264,43.6620584399175
-8846071.29443286,5414185.1761218,316,GO-20082743492,2008/04/30 04:00:00+00,2008,April,30,Wednesday,121,D12,Stabbing,90,Junction Area,90,Junction Area (90),-79.4656104823408,43.6678559411506
-8818541.99037094,5426110.80381496,317,GO-20082651181,2008/05/04 04:00:00+00,2008,May,4,Sunday,125,D43,Stabbing,139,Scarborough Village,139,Scarborough Village (139),-79.2183105364279,43.745298706611
-8818541.99037094,5426110.80381496,318,GO-20082577122,2008/05/04 04:00:00+00,2008,May,4,Sunday,125,D43,Other,139,Scarborough Village,139,Scarborough Village (139),-79.2183105364279,43.745298706611
-8831552.84836993,5423947.16975632,319,GO-20082783886,2008/05/17 04:00:00+00,2008,May,17,Saturday,138,D33,Stabbing,42,Banbury-Don Mills,42,Banbury-Don Mills (42),-79.3351890623838,43.7312559070409
-8831552.84836993,5423947.16975632,320,GO-20082783886,2008/05/17 04:00:00+00,2008,May,17,Saturday,138,D33,Other,42,Banbury-Don Mills,42,Banbury-Don Mills (42),-79.3351890623838,43.7312559070409
-8860208.98520191,5421678.11824386,321,GO-20082597314,2008/05/28 04:00:00+00,2008,May,28,Wednesday,149,D23,Other,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.5926115192259,43.7165253700746
-8818054.3072515,5436169.81329434,322,GO-20082853575,2008/05/28 04:00:00+00,2008,May,28,Wednesday,149,D42,Shooting,146,Malvern East,132,Malvern (132),-79.2139296044775,43.8105422173239
-8827319.40364597,5432092.79360148,323,GO-20082855091,2008/05/28 04:00:00+00,2008,May,28,Wednesday,149,D42,Shooting,118,Tam O'Shanter-Sullivan,118,Tam O'Shanter-Sullivan (118),-79.2971593810426,43.7841069328402
-8827555.8278767,5421699.48338206,324,GO-20082709711,2008/05/30 04:00:00+00,2008,May,30,Friday,151,D54,Shooting,43,Victoria Village,43,Victoria Village (43),-79.2992832156556,43.716664088083
-8839822.42591283,5410669.55215349,325,GO-20082555616,2008/06/13 04:00:00+00,2008,June,13,Friday,165,D14,Shooting,162,West Queen West,82,Niagara (82),-79.4094759408413,43.6450070505297
-8839822.42591283,5410669.55215349,326,GO-20082555616,2008/06/13 04:00:00+00,2008,June,13,Friday,165,D14,Shooting,162,West Queen West,82,Niagara (82),-79.4094759408413,43.6450070505297
-8849203.96271731,5414771.57638249,327,GO-20082399394,2008/06/15 04:00:00+00,2008,June,15,Sunday,167,D12,Shooting,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),-79.4937517199498,43.6716662518993
-8827336.17570837,5418597.20087293,328,GO-20082368814,2008/06/22 04:00:00+00,2008,June,22,Sunday,174,D54,Other,61,Taylor-Massey,61,Taylor-Massey (61),-79.2973100472669,43.6965184540082
-8826157.97778754,5419145.29828099,329,GO-20082810109,2008/06/23 04:00:00+00,2008,June,23,Monday,175,D41,Other,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120),-79.2867261150234,43.7000781869406
-8828889.55482222,5426970.97961708,330,GO-20082862776,2008/07/09 04:00:00+00,2008,July,9,Wednesday,191,D41,Shooting,119,Wexford/Maryvale,119,Wexford/Maryvale (119),-79.3112642891372,43.750880657131
-8838166.41991326,5417472.14842885,331,GO-20082906096,2008/07/14 04:00:00+00,2008,July,14,Monday,196,D53,Stabbing,97,Yonge-St.Clair,97,Yonge-St.Clair (97),-79.3945997864275,43.6892109037516
-8815994.90891696,5432203.38208355,332,GO-20082517552,2008/07/17 04:00:00+00,2008,July,17,Thursday,199,D43,Shooting,135,Morningside,135,Morningside (135),-79.1954297135377,43.7848241397567
-8811247.2644369,5434217.47002284,333,GO-20082816710,2008/07/19 04:00:00+00,2008,July,19,Saturday,201,D42,Shooting,143,West Rouge,131,Rouge (131),-79.1527808979852,43.7978847362753
-8855017.53685138,5404714.37614238,334,GO-20082786692,2008/07/20 04:00:00+00,2008,July,20,Sunday,202,D22,Shooting,20,Alderwood,20,Alderwood (20),-79.5459759449002,43.6062830861564
-8855017.53685138,5404714.37614238,335,GO-20082786692,2008/07/20 04:00:00+00,2008,July,20,Sunday,202,D22,Shooting,20,Alderwood,20,Alderwood (20),-79.5459759449002,43.6062830861564
-8855017.53685138,5404714.37614238,336,GO-20082786692,2008/07/20 04:00:00+00,2008,July,20,Sunday,202,D22,Shooting,20,Alderwood,20,Alderwood (20),-79.5459759449002,43.6062830861564
-8851074.81010209,5421402.2028586,337,GO-20082773144,2008/07/26 04:00:00+00,2008,July,26,Saturday,208,D31,Shooting,23,Pelmo Park-Humberlea,23,Pelmo Park-Humberlea (23),-79.5105578280579,43.7147338977623
-8847358.95559197,5417541.8085423,338,GO-20082605554,2008/07/27 04:00:00+00,2008,July,27,Sunday,209,D12,Shooting,110,Keelesdale-Eglinton West,110,Keelesdale-Eglinton West (110),-79.4771777394601,43.6896633929479
-8835441.22694006,5412384.89069879,339,GO-20082869738,2008/08/02 04:00:00+00,2008,August,2,Saturday,215,D51,Stabbing,73,Moss Park,73,Moss Park (73),-79.3701189610184,43.6561565368618
-8829109.36172464,5414541.91156404,340,GO-20082919665,2008/08/03 04:00:00+00,2008,August,3,Sunday,216,D55,Stabbing,64,Woodbine Corridor,64,Woodbine Corridor (64),-79.3132388484672,43.6701739651588
-8842797.12616255,5410604.18165588,341,GO-20082761191,2008/08/03 04:00:00+00,2008,August,3,Sunday,216,D14,Other,86,Roncesvalles,86,Roncesvalles (86),-79.436198127931,43.6445821097821
-8822879.87014309,5432598.47628557,342,GO-20082756711,2008/08/10 04:00:00+00,2008,August,10,Sunday,223,D42,Shooting,128,Agincourt South-Malvern West,128,Agincourt South-Malvern West (128),-79.2572783726092,43.7873864012501
-8833880.56307874,5411297.55774999,343,GO-20082986087,2008/08/22 04:00:00+00,2008,August,22,Friday,235,D51,Other,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77),-79.3560992785083,43.6490892493226
-8843730.40962641,5428723.29444872,344,GO-20082891170,2008/08/24 04:00:00+00,2008,August,24,Sunday,237,D32,Shooting,35,Westminster-Branson,35,Westminster-Branson (35),-79.4445819558732,43.7622503662513
-8819474.14438724,5435342.14367743,345,GO-20082928965,2008/08/26 04:00:00+00,2008,August,26,Tuesday,239,D42,Shooting,145,Malvern West,132,Malvern (132),-79.2266842183209,43.8051765756705
-8838837.07008548,5411775.05602291,346,GO-20082373236,2008/08/28 04:00:00+00,2008,August,28,Thursday,241,D14,Other,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.4006243391475,43.6521929251892
-8836448.67211661,5429292.21821826,347,GO-20082881742,2008/09/02 04:00:00+00,2008,September,2,Tuesday,246,D33,Stabbing,52,Bayview Village,52,Bayview Village (52),-79.3791689947619,43.765941303258
-8846496.63351676,5417812.36289626,348,GO-20082406153,2008/09/08 04:00:00+00,2008,September,8,Monday,252,D12,Shooting,112,Beechborough-Greenbrook,112,Beechborough-Greenbrook (112),-79.4694313676767,43.6914207918502
-8854616.88542491,5427156.40682731,349,GO-20082386684,2008/09/08 04:00:00+00,2008,September,8,Monday,252,D31,Stabbing,21,Humber Summit,21,Humber Summit (21),-79.5423768321248,43.7520838840999
-8847781.12106851,5422455.06664267,350,GO-20082922744,2008/09/09 04:00:00+00,2008,September,9,Tuesday,253,D31,Shooting,29,Maple Leaf,29,Maple Leaf (29),-79.4809701158121,43.7215696766062
-8851994.37410663,5428671.04897067,351,GO-20082747960,2008/09/16 04:00:00+00,2008,September,16,Tuesday,260,D31,Shooting,24,Black Creek,24,Black Creek (24),-79.5188184121788,43.7619114084511
-8826235.73578769,5431726.00031998,352,GO-20082909162,2008/09/16 04:00:00+00,2008,September,16,Tuesday,260,D42,Stabbing,128,Agincourt South-Malvern West,128,Agincourt South-Malvern West (128),-79.2874246274764,43.7817280823401
-8851478.75168743,5427677.79659869,353,GO-20082954481,2008/09/22 04:00:00+00,2008,September,22,Monday,266,D31,Shooting,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5141864969111,43.7554670244266
-8848810.76045721,5424478.63103283,354,GO-20082875476,2008/09/24 04:00:00+00,2008,September,24,Wednesday,268,D31,Other,155,Downsview,26,Downsview-Roding-CFB (26),-79.4902195235437,43.7347055956666
-8851174.54457347,5416663.18611053,355,GO-20082395868,2008/10/03 04:00:00+00,2008,October,3,Friday,277,D22,Shooting,8,Humber Heights-Westmount,8,Humber Heights-Westmount (8),-79.5114537576796,43.6839559032649
-8851474.20172588,5422309.96722928,356,GO-20083044970,2008/10/09 04:00:00+00,2008,October,9,Thursday,283,D31,Shooting,154,Oakdale-Beverley Heights,26,Downsview-Roding-CFB (26),-79.5141456237807,43.7206276568881
-8838509.20891557,5408947.69018659,357,GO-20082386395,2008/10/11 04:00:00+00,2008,October,11,Saturday,285,D14,Other,163,Fort York-Liberty Village,82,Niagara (82),-79.3976791120932,43.6338130824663
-8812805.41793239,5435708.35576929,358,GO-20082897918,2008/10/13 04:00:00+00,2008,October,13,Monday,287,D42,Stabbing,143,West Rouge,131,Rouge (131),-79.1667780292014,43.8075507263651
-8812805.41793239,5435708.35576929,359,GO-20082897918,2008/10/13 04:00:00+00,2008,October,13,Monday,287,D42,Stabbing,143,West Rouge,131,Rouge (131),-79.1667780292014,43.8075507263651
-8819304.3914033,5425569.63216276,360,GO-20082823465,2008/10/14 04:00:00+00,2008,October,14,Tuesday,288,D43,Shooting,139,Scarborough Village,139,Scarborough Village (139),-79.2251593011977,43.7417866078101
-8830999.76649679,5413473.78010866,361,GO-20082440245,2008/10/25 04:00:00+00,2008,October,25,Saturday,299,D55,Shooting,70,South Riverdale,70,South Riverdale (70),-79.3302206425809,43.6632331075118
-8843233.81549305,5427465.11981686,362,GO-20083023273,2008/10/25 04:00:00+00,2008,October,25,Saturday,299,D32,Shooting,33,Clanton Park,33,Clanton Park (33),-79.4401209754053,43.7540870515928
-8818500.82843074,5430041.69391374,363,GO-20082863291,2008/11/18 05:00:00+00,2008,November,18,Tuesday,323,D43,Stabbing,135,Morningside,135,Morningside (135),-79.2179407723212,43.7708032365812
-8818500.82843074,5430041.69391374,364,GO-20082863291,2008/11/18 05:00:00+00,2008,November,18,Tuesday,323,D43,Stabbing,135,Morningside,135,Morningside (135),-79.2179407723212,43.7708032365812
-8818500.82843074,5430041.69391374,365,GO-20082863291,2008/11/18 05:00:00+00,2008,November,18,Tuesday,323,D43,Stabbing,135,Morningside,135,Morningside (135),-79.2179407723212,43.7708032365812
-8857975.53049457,5411902.48738683,366,GO-20082739826,2008/11/23 05:00:00+00,2008,November,23,Sunday,328,D22,Other,11,Eringate-Centennial-West Deane,11,Eringate-Centennial-West Deane (11),-79.572548054276,43.6530211846218
-8828725.46744376,5425623.75577303,367,GO-20083049956,2008/11/26 05:00:00+00,2008,November,26,Wednesday,331,D33,Shooting,119,Wexford/Maryvale,119,Wexford/Maryvale (119),-79.309790266666,43.7421378685711
-8850889.8080177,5403983.94070829,368,GO-20082439136,2008/12/03 05:00:00+00,2008,December,3,Wednesday,338,D22,Stabbing,18,New Toronto,18,New Toronto (18),-79.5088959264935,43.6015316594385
-8846663.50154478,5418608.83739242,369,GO-20082873166,2008/12/06 05:00:00+00,2008,December,6,Saturday,341,D12,Stabbing,112,Beechborough-Greenbrook,112,Beechborough-Greenbrook (112),-79.4709303690728,43.6965940317741
-8825055.59255876,5424213.90558805,370,GO-20083103211,2008/12/25 05:00:00+00,2008,December,25,Thursday,360,D41,Other,125,Ionview,125,Ionview (125),-79.2768232197075,43.7329873009003
-8855797.19362934,5427056.14353538,371,GO-20093148206,2009/01/03 05:00:00+00,2009,January,3,Saturday,3,D31,Shooting,21,Humber Summit,21,Humber Summit (21),-79.5529797210048,43.7514332838009
-8833788.38831397,5425438.33517948,372,GO-20093100835,2009/01/04 05:00:00+00,2009,January,4,Sunday,4,D33,Shooting,42,Banbury-Don Mills,42,Banbury-Don Mills (42),-79.3552712594735,43.7409344852132
-8830568.92155088,5421899.86585925,373,GO-20093118823,2009/01/06 05:00:00+00,2009,January,6,Tuesday,6,D54,Other,44,Flemingdon Park,44,Flemingdon Park (44),-79.3263502972717,43.7179651009293
-8845523.84365617,5414619.83358377,374,GO-20093167296,2009/01/16 05:00:00+00,2009,January,16,Friday,16,D12,Stabbing,91,Weston-Pelham Park,91,Weston-Pellam Park (91),-79.4606926478678,43.6706802811093
-8847044.76979887,5417364.65782809,375,GO-20093043662,2009/01/20 05:00:00+00,2009,January,20,Tuesday,20,D12,Shooting,110,Keelesdale-Eglinton West,110,Keelesdale-Eglinton West (110),-79.4743553601992,43.6885126744396
-8851158.73709446,5418877.13099476,376,GO-20093065148,2009/02/01 05:00:00+00,2009,February,1,Sunday,32,D12,Shooting,113,Weston,113,Weston (113),-79.5113117572809,43.6983365449816
-8817138.57508647,5432335.34209921,377,GO-20092874543,2009/02/10 05:00:00+00,2009,February,10,Tuesday,41,D41,Shooting,135,Morningside,135,Morningside (135),-79.2057034423085,43.7856799376752
-8851198.60995495,5429306.78528759,378,GO-20093219115,2009/02/22 05:00:00+00,2009,February,22,Sunday,53,D31,Shooting,24,Black Creek,24,Black Creek (24),-79.5116699406399,43.7660358045308
-8847358.95559197,5417541.8085423,379,GO-20092904889,2009/02/26 05:00:00+00,2009,February,26,Thursday,57,D12,Shooting,112,Beechborough-Greenbrook,112,Beechborough-Greenbrook (112),-79.4771777394601,43.6896633929479
-8824995.53380105,5427331.63965826,380,GO-20093082434,2009/02/28 05:00:00+00,2009,February,28,Saturday,59,D41,Shooting,126,Dorset Park,126,Dorset Park (126),-79.2762837026054,43.7532209378071
-8852968.48967102,5428529.18024946,381,GO-20093180676,2009/03/12 04:00:00+00,2009,March,12,Thursday,71,D31,Stabbing,24,Black Creek,24,Black Creek (24),-79.527569041227,43.7609909829409
-8823415.12330921,5423123.59527469,382,GO-20093159164,2009/04/02 04:00:00+00,2009,April,2,Thursday,92,D41,Stabbing,124,Kennedy Park,124,Kennedy Park (124),-79.2620866339729,43.7259097331249
-8831439.26575388,5413877.04131104,383,GO-20093233433,2009/04/17 04:00:00+00,2009,April,17,Friday,107,D55,Stabbing,70,South Riverdale,70,South Riverdale (70),-79.3341687316724,43.6658536458426
-8846828.88022932,5416668.68142623,384,GO-20093104776,2009/04/21 04:00:00+00,2009,April,21,Tuesday,111,D12,Shooting,110,Keelesdale-Eglinton West,110,Keelesdale-Eglinton West (110),-79.472415990784,43.6839916018962
-8849768.0884858,5416742.35705579,385,GO-20093185090,2009/04/22 04:00:00+00,2009,April,22,Wednesday,112,D12,Shooting,115,Mount Dennis,115,Mount Dennis (115),-79.4988193484717,43.6844702155641
-8850287.33569026,5413573.91967355,386,GO-20093103646,2009/05/01 04:00:00+00,2009,May,1,Friday,121,D11,Shooting,114,Lambton Baby Point,114,Lambton Baby Point (114),-79.5034838245895,43.6638838620716
-8842887.35573053,5411434.25860934,387,GO-20093201614,2009/05/05 04:00:00+00,2009,May,5,Tuesday,125,D14,Stabbing,84,Little Portugal,84,Little Portugal (84),-79.4370086740308,43.6499778025738
-8829881.91142102,5414257.55523319,388,GO-20093041325,2009/05/09 04:00:00+00,2009,May,9,Saturday,129,D55,Other,65,Greenwood-Coxwell,65,Greenwood-Coxwell (65),-79.3201787798973,43.668326258575
-8849950.16576189,5414207.0179276,389,GO-20093059077,2009/05/11 04:00:00+00,2009,May,11,Monday,131,D12,Shooting,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),-79.5004549762977,43.6679978691951
-8833304.71469995,5412764.86124448,390,GO-20093330600,2009/05/20 04:00:00+00,2009,May,20,Wednesday,140,D55,Stabbing,70,South Riverdale,70,South Riverdale (70),-79.3509263451443,43.6586260176011
-8847907.98688279,5416557.45098692,391,GO-20093386271,2009/05/20 04:00:00+00,2009,May,20,Wednesday,140,D23,Stabbing,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),-79.4821097706924,43.6832690156209
-8847907.98688279,5416557.45098692,392,GO-20093386271,2009/05/20 04:00:00+00,2009,May,20,Wednesday,140,D12,Other,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),-79.4821097706924,43.6832690156209
-8855705.13118594,5418485.06143882,393,GO-20093250588,2009/06/15 04:00:00+00,2009,June,15,Monday,166,D12,Stabbing,6,Kingsview Village-The Westway,6,Kingsview Village-The Westway (6),-79.5521527103772,43.6957901151103
-8846295.59652764,5421554.52491342,394,GO-20093420102,2009/06/17 04:00:00+00,2009,June,17,Wednesday,168,D32,Other,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.4676254218604,43.7157229058249
-8833477.47086112,5410715.58703498,395,GO-20093155134,2009/06/21 04:00:00+00,2009,June,21,Sunday,172,D51,Stabbing,70,South Riverdale,70,South Riverdale (70),-79.352478239877,43.6453062990728
-8833477.47086112,5410715.58703498,396,GO-20093155134,2009/06/21 04:00:00+00,2009,June,21,Sunday,172,D51,Stabbing,70,South Riverdale,70,South Riverdale (70),-79.352478239877,43.6453062990728
-8851141.46732262,5424747.72809311,397,GO-20093440867,2009/07/07 04:00:00+00,2009,July,7,Tuesday,188,D31,Other,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5111566202632,43.7364522160455
-8826071.26368908,5430159.58239452,398,GO-20093096999,2009/07/11 04:00:00+00,2009,July,11,Saturday,192,D41,Other,126,Dorset Park,126,Dorset Park (126),-79.2859471492513,43.771567956709
-8808499.06829281,5433589.15163625,399,GO-20093501395,2009/07/19 04:00:00+00,2009,July,19,Sunday,200,D43,Shooting,143,West Rouge,131,Rouge (131),-79.1280934324011,43.7938106356065
-8827500.81823713,5432029.39132103,400,GO-20093139087,2009/07/20 04:00:00+00,2009,July,20,Monday,201,D42,Stabbing,118,Tam O'Shanter-Sullivan,118,Tam O'Shanter-Sullivan (118),-79.2987890555179,43.7836957418229
-8839599.06435642,5413885.46931262,401,GO-20093523913,2009/07/25 04:00:00+00,2009,July,25,Saturday,206,D14,Shooting,79,University,79,University (79),-79.4074694502635,43.665908413264
-8838259.05587468,5414806.81673185,402,GO-20093505649,2009/08/01 04:00:00+00,2009,August,1,Saturday,213,D53,Shooting,95,Annex,95,Annex (95),-79.3954319485713,43.6718952285541
-8861740.37337299,5427607.04290972,403,GO-20093523721,2009/08/02 04:00:00+00,2009,August,2,Sunday,214,D23,Shooting,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.6063682133303,43.7550079364538
-8849296.56327913,5405354.59708945,404,GO-20093363634,2009/08/04 04:00:00+00,2009,August,4,Tuesday,216,D51,Shooting,160,Mimico-Queensway,17,Mimico (includes Humber Bay Shores) (17),-79.494583565246,43.6104473661007
-8822555.38373486,5424575.71503243,405,GO-20093348714,2009/08/05 04:00:00+00,2009,August,5,Wednesday,217,D41,Shooting,138,Eglinton East,138,Eglinton East (138),-79.2543634623964,43.7353357422228
-8860251.67667191,5424994.13761342,406,GO-20093515443,2009/08/10 04:00:00+00,2009,August,10,Monday,222,D23,Shooting,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.5929950229701,43.7380515343676
-8859713.60500761,5426266.45579651,407,GO-20093523004,2009/08/16 04:00:00+00,2009,August,16,Sunday,228,D23,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.5881614427232,43.746308819522
-8831886.27573701,5414891.25732802,408,GO-20093448946,2009/09/02 04:00:00+00,2009,September,2,Wednesday,245,D55,Shooting,69,Blake-Jones,69,Blake-Jones (69),-79.3381842907768,43.6724438845578
-8835192.97122857,5411497.44894405,409,GO-20093576028,2009/09/05 04:00:00+00,2009,September,5,Saturday,248,D51,Shooting,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77),-79.367888841956,43.6503885354671
-8835330.07398323,5433200.23860574,410,GO-20093269913,2009/09/07 04:00:00+00,2009,September,7,Monday,250,D33,Shooting,49,Bayview Woods-Steeles,49,Bayview Woods-Steeles (49),-79.3691204567948,43.7912887328083
-8824592.39839146,5421837.45711716,411,GO-20093575026,2009/09/12 04:00:00+00,2009,September,12,Saturday,255,D41,Other,124,Kennedy Park,124,Kennedy Park (124),-79.2726622761871,43.7175599059246
-8842639.02543498,5408968.14304711,412,GO-20093528405,2009/10/10 04:00:00+00,2009,October,10,Saturday,283,D14,Shooting,85,South Parkdale,85,South Parkdale (85),-79.4347778854122,43.6339460597244
-8848517.87498075,5426773.78956137,413,GO-20093524643,2009/10/18 04:00:00+00,2009,October,18,Sunday,291,D31,Shooting,27,York University Heights,27,York University Heights (27),-79.4875884885483,43.7496010753601
-8836234.10958672,5411539.65279346,414,GO-20093464087,2009/10/18 04:00:00+00,2009,October,18,Sunday,291,D51,Other,168,Downtown Yonge East,75,Church-Yonge Corridor (75),-79.3772415468816,43.6506628550193
-8842216.22732978,5415241.03709812,415,GO-20093425603,2009/10/30 04:00:00+00,2009,October,30,Friday,303,D13,Shooting,94,Wychwood,94,Wychwood (94),-79.4309798247283,43.6747165388689
-8832776.21573261,5416159.74446336,416,GO-20093588501,2009/11/02 05:00:00+00,2009,November,2,Monday,306,D54,Shooting,67,Playter Estates-Danforth,67,Playter Estates-Danforth (67),-79.3461787582004,43.680685324817
-8849531.18246432,5427132.92237277,417,GO-20093454028,2009/11/03 05:00:00+00,2009,November,3,Tuesday,307,D31,Shooting,27,York University Heights,27,York University Heights (27),-79.4966911852528,43.7519314962003
-8838671.91493046,5414928.28851959,418,GO-20093586765,2009/11/04 05:00:00+00,2009,November,4,Wednesday,308,D53,Stabbing,95,Annex,95,Annex (95),-79.3991407245369,43.6726844953093
-8833684.24659263,5413752.12629333,419,GO-20093593532,2009/11/07 05:00:00+00,2009,November,7,Saturday,311,D55,Other,68,North Riverdale,68,North Riverdale (68),-79.3543357380071,43.665041914825
-8839599.06435642,5413885.46931262,420,GO-20093411009,2009/11/07 05:00:00+00,2009,November,7,Saturday,311,D14,Stabbing,79,University,79,University (79),-79.4074694502635,43.665908413264
-8843097.82660122,5417829.83621135,421,GO-20093425609,2009/11/11 05:00:00+00,2009,November,11,Wednesday,315,D13,Shooting,107,Oakwood Village,107,Oakwood Village (107),-79.4388993662552,43.6915342887808
-8855535.98901203,5417319.90218553,422,GO-20092776015,2009/11/17 05:00:00+00,2009,November,17,Tuesday,321,D23,Shooting,6,Kingsview Village-The Westway,6,Kingsview Village-The Westway (6),-79.5506332800138,43.6882219511981
-8837400.60448948,5413843.96586111,423,GO-20093358995,2009/11/22 05:00:00+00,2009,November,22,Sunday,326,D52,Shooting,169,Bay-Cloverhill,76,Bay Street Corridor (76),-79.3877203493394,43.6656387142809
-8823906.02790339,5429753.80613297,424,GO-20093577507,2009/11/22 05:00:00+00,2009,November,22,Sunday,326,D41,Shooting,156,Bendale-Glen Andrew,127,Bendale (127),-79.2664965050905,43.7689357231151
-8850428.66502334,5421556.34492373,425,GO-20093687835,2009/12/03 05:00:00+00,2009,December,3,Thursday,337,D31,Shooting,28,Rustic,28,Rustic (28),-79.5047534079117,43.7157347228274
-8835848.13552379,5414097.95161121,426,GO-20093574569,2009/12/05 05:00:00+00,2009,December,5,Saturday,339,D51,Other,74,North St.James Town,74,North St.James Town (74),-79.3737742834019,43.6672891526494
-8857475.85603958,5427882.99057567,427,GO-20093567900,2009/12/06 05:00:00+00,2009,December,6,Sunday,340,D31,Shooting,21,Humber Summit,21,Humber Summit (21),-79.5680594020173,43.7567984132805
-8852547.39442008,5419497.60439482,428,GO-20093574814,2009/12/07 05:00:00+00,2009,December,7,Monday,341,D31,Shooting,113,Weston,113,Weston (113),-79.5237862783135,43.702366201121
-8852464.60388838,5421858.59421057,429,GO-20093565736,2009/12/09 05:00:00+00,2009,December,9,Wednesday,343,D31,Shooting,154,Oakdale-Beverley Heights,26,Downsview-Roding-CFB (26),-79.5230425577186,43.7176971412088
-8849744.76593928,5413837.86975585,430,GO-20093391807,2009/12/13 05:00:00+00,2009,December,13,Sunday,347,D11,Stabbing,89,Runnymede-Bloor West Village,89,Runnymede-Bloor West Village (89),-79.4986098383311,43.6655990995412
-8838463.86136252,5412616.18120416,431,GO-20093591551,2009/12/18 05:00:00+00,2009,December,18,Friday,352,D52,Other,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.3972717478711,43.6576597383573
-8847556.71667112,5413831.3910903,432,GO-20093543317,2009/12/29 05:00:00+00,2009,December,29,Tuesday,363,D11,Shooting,90,Junction Area,90,Junction Area (90),-79.4789542572017,43.6655570001937
-8833684.24659263,5413752.12629333,433,GO-20103593574,2010/01/02 05:00:00+00,2010,January,2,Saturday,2,D55,Other,68,North Riverdale,68,North Riverdale (68),-79.3543357380071,43.665041914825
-8817751.10880345,5436371.68149368,434,GO-20103566324,2010/01/07 05:00:00+00,2010,January,7,Thursday,7,D42,Shooting,146,Malvern East,132,Malvern (132),-79.2112059259499,43.8118508205917
-8838562.70872889,5411477.02433173,435,GO-20103583884,2010/01/24 05:00:00+00,2010,January,24,Sunday,24,D14,Other,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.3981597088117,43.6502557767661
-8829537.2964451,5428687.08689739,436,GO-20103281627,2010/01/27 05:00:00+00,2010,January,27,Wednesday,27,D41,Stabbing,119,Wexford/Maryvale,119,Wexford/Maryvale (119),-79.3170830506169,43.7620154585189
-8835911.73913937,5413424.12882714,437,GO-20103367693,2010/02/03 05:00:00+00,2010,February,3,Wednesday,34,D51,Stabbing,71,Cabbagetown-South St.James Town,71,Cabbagetown-South St.James Town (71),-79.3743456439919,43.6629104483051
-8850189.97143347,5418888.62652098,438,GO-20103713412,2010/02/07 05:00:00+00,2010,February,7,Sunday,38,D12,Shooting,30,Brookhaven-Amesbury,30,Brookhaven-Amesbury (30),-79.5026091868455,43.6984112054161
